entrez_gene_symbol	gene_long_name	category_sources	category
CDC42BPA	CDC42 BINDING PROTEIN KINASE ALPHA	HingoraniCasas,RussLampel,HopkinsGroom	DRUGGABLE GENOME
CDC42BPA	CDC42 BINDING PROTEIN KINASE ALPHA	dGene,IDG,Pharos,HopkinsGroom	KINASE
CDC42BPA	CDC42 BINDING PROTEIN KINASE ALPHA	dGene,GO	SERINE THREONINE KINASE
CDC42BPA	CDC42 BINDING PROTEIN KINASE ALPHA	GuideToPharmacology	ENZYME
P3H3	PROLYL 3-HYDROXYLASE 3	RussLampel	DRUGGABLE GENOME
HLX	H2.0 LIKE HOMEOBOX	Pharos	TRANSCRIPTION FACTOR
KCNE2	POTASSIUM VOLTAGE-GATED CHANNEL SUBFAMILY E REGULATORY SUBUNIT 2	GO	CELL SURFACE
KCNE2	POTASSIUM VOLTAGE-GATED CHANNEL SUBFAMILY E REGULATORY SUBUNIT 2	Pharos	ION CHANNEL
C10ORF90	CHROMOSOME 10 OPEN READING FRAME 90	Pharos	ENZYME
POLDIP3	DNA POLYMERASE DELTA INTERACTING PROTEIN 3	Pharos	KINASE
ATP2B1	ATPASE PLASMA MEMBRANE CA2+ TRANSPORTING 1	HopkinsGroom,RussLampel	DRUGGABLE GENOME
ATP2B1	ATPASE PLASMA MEMBRANE CA2+ TRANSPORTING 1	HopkinsGroom,GuideToPharmacology	TRANSPORTER
ATP2B1	ATPASE PLASMA MEMBRANE CA2+ TRANSPORTING 1	Pharos	ENZYME
LAPTM4B	LYSOSOMAL PROTEIN TRANSMEMBRANE 4 BETA	Pharos	TRANSPORTER
HOXC12	HOMEOBOX C12	Pharos	TRANSCRIPTION FACTOR
MUL1	MITOCHONDRIAL E3 UBIQUITIN PROTEIN LIGASE 1	Pharos	ENZYME
LGALS8	GALECTIN 8	HingoraniCasas	DRUGGABLE GENOME
CBLN3	CEREBELLIN 3 PRECURSOR	HingoraniCasas	DRUGGABLE GENOME
KCND1	POTASSIUM VOLTAGE-GATED CHANNEL SUBFAMILY D MEMBER 1	HopkinsGroom,HingoraniCasas,RussLampel	DRUGGABLE GENOME
KCND1	POTASSIUM VOLTAGE-GATED CHANNEL SUBFAMILY D MEMBER 1	HopkinsGroom,Pharos,BaderLabGenes,IDG,GuideToPharmacology	ION CHANNEL
LRSAM1	LEUCINE RICH REPEAT AND STERILE ALPHA MOTIF CONTAINING 1	HumanProteinAtlas	ENZYME
SPECC1	SPERM ANTIGEN WITH CALPONIN HOMOLOGY AND COILED-COIL DOMAINS 1	CarisMolecularIntelligence	CLINICALLY ACTIONABLE
SLC39A14	SOLUTE CARRIER FAMILY 39 MEMBER 14	Pharos,GuideToPharmacology	TRANSPORTER
DHDDS	DEHYDRODOLICHYL DIPHOSPHATE SYNTHASE SUBUNIT	HumanProteinAtlas	ENZYME
PPP4R1	PROTEIN PHOSPHATASE 4 REGULATORY SUBUNIT 1	GO	PROTEIN PHOSPHATASE
VEGFD	VASCULAR ENDOTHELIAL GROWTH FACTOR D	GO	GROWTH FACTOR
VEGFD	VASCULAR ENDOTHELIAL GROWTH FACTOR D	HingoraniCasas	DRUGGABLE GENOME
MAPK15	MITOGEN-ACTIVATED PROTEIN KINASE 15	GO,dGene	SERINE THREONINE KINASE
MAPK15	MITOGEN-ACTIVATED PROTEIN KINASE 15	GO,HopkinsGroom,Pharos,IDG,dGene	KINASE
MAPK15	MITOGEN-ACTIVATED PROTEIN KINASE 15	RussLampel,HopkinsGroom,HingoraniCasas	DRUGGABLE GENOME
MAPK15	MITOGEN-ACTIVATED PROTEIN KINASE 15	GuideToPharmacology,Pharos	ENZYME
MAPK15	MITOGEN-ACTIVATED PROTEIN KINASE 15	Pharos	TRANSPORTER
WWP1	WW DOMAIN CONTAINING E3 UBIQUITIN PROTEIN LIGASE 1	Pharos	ENZYME
ERVK-6	ENDOGENOUS RETROVIRUS GROUP K MEMBER 6, ENVELOPE	HopkinsGroom,RussLampel,HopkinsGroom	DRUGGABLE GENOME
ERVK-6	ENDOGENOUS RETROVIRUS GROUP K MEMBER 6, ENVELOPE	GO	RNA DIRECTED DNA POLYMERASE
ERVK-6	ENDOGENOUS RETROVIRUS GROUP K MEMBER 6, ENVELOPE	Pharos	ENZYME
SLC25A23	SOLUTE CARRIER FAMILY 25 MEMBER 23	GuideToPharmacology	TRANSPORTER
SLC25A23	SOLUTE CARRIER FAMILY 25 MEMBER 23	RussLampel	DRUGGABLE GENOME
OR7A10	OLFACTORY RECEPTOR FAMILY 7 SUBFAMILY A MEMBER 10	dGene,GO,HopkinsGroom,Pharos	G PROTEIN COUPLED RECEPTOR
OR7A10	OLFACTORY RECEPTOR FAMILY 7 SUBFAMILY A MEMBER 10	RussLampel,HopkinsGroom	DRUGGABLE GENOME
TRBV14	T CELL RECEPTOR BETA VARIABLE 14	Pharos	TRANSCRIPTION FACTOR
TRBV14	T CELL RECEPTOR BETA VARIABLE 14	Pharos	KINASE
IP6K2	INOSITOL HEXAKISPHOSPHATE KINASE 2	Pharos,GO	KINASE
IVNS1ABP	INFLUENZA VIRUS NS1A BINDING PROTEIN	GO	TRANSCRIPTION FACTOR COMPLEX
IVNS1ABP	INFLUENZA VIRUS NS1A BINDING PROTEIN	HingoraniCasas	DRUGGABLE GENOME
DCN	DECORIN	HingoraniCasas	DRUGGABLE GENOME
MLLT11	MLLT11, TRANSCRIPTION FACTOR 7 COFACTOR	Pharos	TRANSCRIPTION FACTOR
MLLT11	MLLT11, TRANSCRIPTION FACTOR 7 COFACTOR	CarisMolecularIntelligence	CLINICALLY ACTIONABLE
FOXJ1	FORKHEAD BOX J1	Pharos	TRANSCRIPTION FACTOR
ACAT2	ACETYL-COA ACETYLTRANSFERASE 2	Pharos,GuideToPharmacology	ENZYME
SAE1	SUMO1 ACTIVATING ENZYME SUBUNIT 1	Pharos	ENZYME
SAE1	SUMO1 ACTIVATING ENZYME SUBUNIT 1	HingoraniCasas	DRUGGABLE GENOME
NDUFB3	NADH:UBIQUINONE OXIDOREDUCTASE SUBUNIT B3	Pharos	ENZYME
SLC25A35	SOLUTE CARRIER FAMILY 25 MEMBER 35	RussLampel	DRUGGABLE GENOME
SLC25A35	SOLUTE CARRIER FAMILY 25 MEMBER 35	GuideToPharmacology	TRANSPORTER
OR5B3	OLFACTORY RECEPTOR FAMILY 5 SUBFAMILY B MEMBER 3	GO,Pharos,dGene,HopkinsGroom	G PROTEIN COUPLED RECEPTOR
OR5B3	OLFACTORY RECEPTOR FAMILY 5 SUBFAMILY B MEMBER 3	RussLampel,HopkinsGroom	DRUGGABLE GENOME
USP17L13	UBIQUITIN SPECIFIC PEPTIDASE 17-LIKE FAMILY MEMBER 13	Pharos	ENZYME
GDF3	GROWTH DIFFERENTIATION FACTOR 3	Pharos	TRANSCRIPTION FACTOR
GDF3	GROWTH DIFFERENTIATION FACTOR 3	GO	GROWTH FACTOR
GDF3	GROWTH DIFFERENTIATION FACTOR 3	HingoraniCasas	DRUGGABLE GENOME
QPCT	GLUTAMINYL-PEPTIDE CYCLOTRANSFERASE	GuideToPharmacology,Pharos	ENZYME
QPCT	GLUTAMINYL-PEPTIDE CYCLOTRANSFERASE	dGene	PROTEASE
QPCT	GLUTAMINYL-PEPTIDE CYCLOTRANSFERASE	HingoraniCasas	DRUGGABLE GENOME
EEPD1	ENDONUCLEASE/EXONUCLEASE/PHOSPHATASE FAMILY DOMAIN CONTAINING 1	RussLampel	DRUGGABLE GENOME
EEPD1	ENDONUCLEASE/EXONUCLEASE/PHOSPHATASE FAMILY DOMAIN CONTAINING 1	GO	DNA REPAIR
TCN2	TRANSCOBALAMIN 2	HingoraniCasas	DRUGGABLE GENOME
SCP2	STEROL CARRIER PROTEIN 2	HingoraniCasas	DRUGGABLE GENOME
SCP2	STEROL CARRIER PROTEIN 2	HumanProteinAtlas	ENZYME
NEUROG2	NEUROGENIN 2	Pharos	TRANSCRIPTION FACTOR
ANGPT2	ANGIOPOIETIN 2	Pharos	KINASE
ANGPT2	ANGIOPOIETIN 2	HopkinsGroom	FIBRINOGEN
ANGPT2	ANGIOPOIETIN 2	HopkinsGroom,RussLampel,HingoraniCasas	DRUGGABLE GENOME
CLMP	CXADR LIKE MEMBRANE PROTEIN	GO	CELL SURFACE
RNF217-AS1	RNF217 ANTISENSE RNA 1 (HEAD TO HEAD)	FoundationOneGenes	CLINICALLY ACTIONABLE
KLF9	KRUPPEL LIKE FACTOR 9	Pharos	TRANSCRIPTION FACTOR
B4GALT7	BETA-1,4-GALACTOSYLTRANSFERASE 7	Pharos,HumanProteinAtlas	ENZYME
TMEM109	TRANSMEMBRANE PROTEIN 109	Pharos	ION CHANNEL
NHLRC1	NHL REPEAT CONTAINING E3 UBIQUITIN PROTEIN LIGASE 1	HumanProteinAtlas	ENZYME
HDAC9	HISTONE DEACETYLASE 9	GO	TRANSCRIPTION FACTOR BINDING
HDAC9	HISTONE DEACETYLASE 9	GO	TRANSCRIPTION FACTOR COMPLEX
HDAC9	HISTONE DEACETYLASE 9	GuideToPharmacology	ENZYME
HDAC9	HISTONE DEACETYLASE 9	Pharos	TRANSCRIPTION FACTOR
HDAC9	HISTONE DEACETYLASE 9	HingoraniCasas	DRUGGABLE GENOME
SLC35G4	SOLUTE CARRIER FAMILY 35 MEMBER G4	GuideToPharmacology	TRANSPORTER
MAGEA6	MAGE FAMILY MEMBER A6	Pharos	ENZYME
SLC38A6	SOLUTE CARRIER FAMILY 38 MEMBER 6	GuideToPharmacology,Pharos	TRANSPORTER
RNASE6	RIBONUCLEASE A FAMILY MEMBER K6	HingoraniCasas	DRUGGABLE GENOME
DUSP15	DUAL SPECIFICITY PHOSPHATASE 15	dGene,HopkinsGroom	PROTEIN PHOSPHATASE
DUSP15	DUAL SPECIFICITY PHOSPHATASE 15	HopkinsGroom,RussLampel	DRUGGABLE GENOME
TMEM184C	TRANSMEMBRANE PROTEIN 184C	GO	TRANSPORTER
OR8D4	OLFACTORY RECEPTOR FAMILY 8 SUBFAMILY D MEMBER 4	GO,HopkinsGroom,Pharos,dGene	G PROTEIN COUPLED RECEPTOR
OR8D4	OLFACTORY RECEPTOR FAMILY 8 SUBFAMILY D MEMBER 4	HopkinsGroom,RussLampel	DRUGGABLE GENOME
TRAV36DV7	T CELL RECEPTOR ALPHA VARIABLE 36/DELTA VARIABLE 7	Pharos	KINASE
TRAV36DV7	T CELL RECEPTOR ALPHA VARIABLE 36/DELTA VARIABLE 7	Pharos	TRANSCRIPTION FACTOR
EGLN2	EGL-9 FAMILY HYPOXIA INDUCIBLE FACTOR 2	Pharos,GuideToPharmacology	ENZYME
EGLN2	EGL-9 FAMILY HYPOXIA INDUCIBLE FACTOR 2	HingoraniCasas	DRUGGABLE GENOME
CALM3	CALMODULIN 3	Pharos	ION CHANNEL
CALM3	CALMODULIN 3	Pharos	ENZYME
CALM3	CALMODULIN 3	Pharos	KINASE
CALM3	CALMODULIN 3	HingoraniCasas	DRUGGABLE GENOME
FOXA3	FORKHEAD BOX A3	Pharos	TRANSCRIPTION FACTOR
DPF1	DOUBLE PHD FINGERS 1	Pharos	TRANSCRIPTION FACTOR
SMARCA5	SWI/SNF RELATED, MATRIX ASSOCIATED, ACTIN DEPENDENT REGULATOR OF CHROMATIN, SUBFAMILY A, MEMBER 5	Pharos	ENZYME
PRPF4B	PRE-MRNA PROCESSING FACTOR 4B	GO,dGene	SERINE THREONINE KINASE
PRPF4B	PRE-MRNA PROCESSING FACTOR 4B	Pharos,dGene,IDG,HopkinsGroom	KINASE
PRPF4B	PRE-MRNA PROCESSING FACTOR 4B	RussLampel,HingoraniCasas,HopkinsGroom	DRUGGABLE GENOME
PRPF4B	PRE-MRNA PROCESSING FACTOR 4B	GuideToPharmacology	ENZYME
ABCE1	ATP BINDING CASSETTE SUBFAMILY E MEMBER 1	RussLampel	DRUGGABLE GENOME
ABCE1	ATP BINDING CASSETTE SUBFAMILY E MEMBER 1	Pharos	TRANSPORTER
MPP4	MEMBRANE PALMITOYLATED PROTEIN 4	Pharos	KINASE
RNF31	RING FINGER PROTEIN 31	HopkinsGroom,RussLampel	DRUGGABLE GENOME
APOBEC3C	APOLIPOPROTEIN B MRNA EDITING ENZYME CATALYTIC SUBUNIT 3C	Pharos	ENZYME
FGF16	FIBROBLAST GROWTH FACTOR 16	HingoraniCasas	DRUGGABLE GENOME
FGF16	FIBROBLAST GROWTH FACTOR 16	GO	GROWTH FACTOR
ACVR2A	ACTIVIN A RECEPTOR TYPE 2A	RussLampel,HingoraniCasas	DRUGGABLE GENOME
ACVR2A	ACTIVIN A RECEPTOR TYPE 2A	dGene,GO	SERINE THREONINE KINASE
ACVR2A	ACTIVIN A RECEPTOR TYPE 2A	dGene,Pharos	KINASE
ACVR2A	ACTIVIN A RECEPTOR TYPE 2A	GO	CELL SURFACE
RUNX1T1	RUNX1 TRANSLOCATION PARTNER 1	CarisMolecularIntelligence,Tempus,FoundationOneGenes	CLINICALLY ACTIONABLE
RUNX1T1	RUNX1 TRANSLOCATION PARTNER 1	Pharos	TRANSCRIPTION FACTOR
RUNX1T1	RUNX1 TRANSLOCATION PARTNER 1	Pharos	ENZYME
SNAP25	SYNAPTOSOME ASSOCIATED PROTEIN 25	HingoraniCasas	DRUGGABLE GENOME
PCNT	PERICENTRIN	Pharos	KINASE
SERPINI1	SERPIN FAMILY I MEMBER 1	HopkinsGroom,RussLampel,HingoraniCasas	DRUGGABLE GENOME
SERPINI1	SERPIN FAMILY I MEMBER 1	HopkinsGroom,dGene	PROTEASE INHIBITOR
MORC1	MORC FAMILY CW-TYPE ZINC FINGER 1	RussLampel,HopkinsGroom	DRUGGABLE GENOME
EMB	EMBIGIN	Pharos	TRANSPORTER
PARP2	POLY(ADP-RIBOSE) POLYMERASE 2	FoundationOneGenes	CLINICALLY ACTIONABLE
PARP2	POLY(ADP-RIBOSE) POLYMERASE 2	HingoraniCasas,RussLampel,HopkinsGroom	DRUGGABLE GENOME
PARP2	POLY(ADP-RIBOSE) POLYMERASE 2	GO	HISTONE MODIFICATION
PARP2	POLY(ADP-RIBOSE) POLYMERASE 2	GO	DNA REPAIR
PARP2	POLY(ADP-RIBOSE) POLYMERASE 2	GuideToPharmacology	ENZYME
KCNIP2	POTASSIUM VOLTAGE-GATED CHANNEL INTERACTING PROTEIN 2	Pharos	ION CHANNEL
RGS12	REGULATOR OF G PROTEIN SIGNALING 12	HingoraniCasas	DRUGGABLE GENOME
CD5L	CD5 MOLECULE LIKE	RussLampel,HopkinsGroom,HingoraniCasas	DRUGGABLE GENOME
CD5L	CD5 MOLECULE LIKE	GO	CELL SURFACE
CD5L	CD5 MOLECULE LIKE	Pharos	NUCLEAR HORMONE RECEPTOR
CD5L	CD5 MOLECULE LIKE	Pharos	TRANSCRIPTION FACTOR
ANK3	ANKYRIN 3	Pharos	ION CHANNEL
ANK3	ANKYRIN 3	GO	CELL SURFACE
CDK5RAP1	CDK5 REGULATORY SUBUNIT ASSOCIATED PROTEIN 1	Pharos	KINASE
AGPS	ALKYLGLYCERONE PHOSPHATE SYNTHASE	HumanProteinAtlas	ENZYME
RNASEH2A	RIBONUCLEASE H2 SUBUNIT A	HumanProteinAtlas,Pharos	ENZYME
ATP5ME	ATP SYNTHASE MEMBRANE SUBUNIT E	GuideToPharmacology	TRANSPORTER
CTSF	CATHEPSIN F	HopkinsGroom,HingoraniCasas,RussLampel	DRUGGABLE GENOME
CTSF	CATHEPSIN F	HopkinsGroom,dGene	PROTEASE
CTSF	CATHEPSIN F	GuideToPharmacology,HumanProteinAtlas,Pharos	ENZYME
ENPP6	ECTONUCLEOTIDE PYROPHOSPHATASE/PHOSPHODIESTERASE 6	HingoraniCasas	DRUGGABLE GENOME
B3GALT6	BETA-1,3-GALACTOSYLTRANSFERASE 6	HumanProteinAtlas,Pharos	ENZYME
TMC5	TRANSMEMBRANE CHANNEL LIKE 5	IDG,Pharos	ION CHANNEL
USP17L2	UBIQUITIN SPECIFIC PEPTIDASE 17-LIKE FAMILY MEMBER 2	dGene	PROTEASE
USP17L2	UBIQUITIN SPECIFIC PEPTIDASE 17-LIKE FAMILY MEMBER 2	Pharos	ENZYME
BTK	BRUTON TYROSINE KINASE	CIViC,COSMIC	DRUG RESISTANCE
BTK	BRUTON TYROSINE KINASE	RussLampel,HingoraniCasas,HopkinsGroom	DRUGGABLE GENOME
BTK	BRUTON TYROSINE KINASE	dGene,GO	TYROSINE KINASE
BTK	BRUTON TYROSINE KINASE	dGene,Pharos,HopkinsGroom,BaderLabGenes	KINASE
BTK	BRUTON TYROSINE KINASE	Tempus,MskImpact,FoundationOneGenes,Oncomine,CarisMolecularIntelligence	CLINICALLY ACTIONABLE
BTK	BRUTON TYROSINE KINASE	Pharos	TRANSCRIPTION FACTOR
BTK	BRUTON TYROSINE KINASE	GuideToPharmacology	ENZYME
USP4	UBIQUITIN SPECIFIC PEPTIDASE 4	Pharos	ENZYME
USP4	UBIQUITIN SPECIFIC PEPTIDASE 4	dGene	PROTEASE
RFPL2	RET FINGER PROTEIN LIKE 2	HopkinsGroom	DRUGGABLE GENOME
RFPL2	RET FINGER PROTEIN LIKE 2	HopkinsGroom	B30_2 SPRY DOMAIN
OR11H13P	OLFACTORY RECEPTOR FAMILY 11 SUBFAMILY H MEMBER 13 PSEUDOGENE	RussLampel,RussLampel	DRUGGABLE GENOME
OR11H13P	OLFACTORY RECEPTOR FAMILY 11 SUBFAMILY H MEMBER 13 PSEUDOGENE	dGene	G PROTEIN COUPLED RECEPTOR
TAC4	TACHYKININ 4 (HEMOKININ)	HingoraniCasas	DRUGGABLE GENOME
IGHV4OR15-8	IMMUNOGLOBULIN HEAVY VARIABLE 4/OR15-8 (NON-FUNCTIONAL)	GO	EXTERNAL SIDE OF PLASMA MEMBRANE
SFTPB	SURFACTANT PROTEIN B	HingoraniCasas	DRUGGABLE GENOME
LRRN3	LEUCINE RICH REPEAT NEURONAL 3	HingoraniCasas	DRUGGABLE GENOME
STYX	SERINE/THREONINE/TYROSINE INTERACTING PROTEIN	dGene,HopkinsGroom	PROTEIN PHOSPHATASE
STYX	SERINE/THREONINE/TYROSINE INTERACTING PROTEIN	HopkinsGroom,RussLampel	DRUGGABLE GENOME
AGBL5	ATP/GTP BINDING PROTEIN LIKE 5	HopkinsGroom,RussLampel	DRUGGABLE GENOME
AGBL5	ATP/GTP BINDING PROTEIN LIKE 5	HopkinsGroom,dGene	PROTEASE
AGBL5	ATP/GTP BINDING PROTEIN LIKE 5	HumanProteinAtlas	ENZYME
GPBP1	GC-RICH PROMOTER BINDING PROTEIN 1	Pharos	TRANSCRIPTION FACTOR
TSC2	TSC COMPLEX SUBUNIT 2	Tempus,FoundationOneGenes,Oncomine,MskImpact,CIViC,CarisMolecularIntelligence	CLINICALLY ACTIONABLE
TSC2	TSC COMPLEX SUBUNIT 2	Pharos	KINASE
TSC2	TSC COMPLEX SUBUNIT 2	GO	TUMOR SUPPRESSOR
PLK5	POLO LIKE KINASE 5	Pharos	KINASE
PLK5	POLO LIKE KINASE 5	RussLampel	DRUGGABLE GENOME
ATXN10	ATAXIN 10	Pharos	KINASE
NHLH2	NESCIENT HELIX-LOOP-HELIX 2	GO	TRANSCRIPTION FACTOR COMPLEX
RSKR	RIBOSOMAL PROTEIN S6 KINASE RELATED	GO	SERINE THREONINE KINASE
PPIA	PEPTIDYLPROLYL ISOMERASE A	RussLampel,HingoraniCasas,RussLampel	DRUGGABLE GENOME
PPIA	PEPTIDYLPROLYL ISOMERASE A	GuideToPharmacology	ENZYME
CCL27	C-C MOTIF CHEMOKINE LIGAND 27	HingoraniCasas	DRUGGABLE GENOME
MED22	MEDIATOR COMPLEX SUBUNIT 22	Pharos	TRANSCRIPTION FACTOR
TFAM	TRANSCRIPTION FACTOR A, MITOCHONDRIAL	Pharos	TRANSCRIPTION FACTOR
SLC49A4	SOLUTE CARRIER FAMILY 49 MEMBER 4	HumanProteinAtlas,Pharos	TRANSPORTER
SLC49A4	SOLUTE CARRIER FAMILY 49 MEMBER 4	Tempus	CLINICALLY ACTIONABLE
PDE6H	PHOSPHODIESTERASE 6H	HumanProteinAtlas,GuideToPharmacology	ENZYME
PDE6H	PHOSPHODIESTERASE 6H	HingoraniCasas	DRUGGABLE GENOME
DTX2P1	DTX2 PSEUDOGENE 1	RussLampel	DRUGGABLE GENOME
B4GALT5	BETA-1,4-GALACTOSYLTRANSFERASE 5	Pharos	ENZYME
COQ8A	COENZYME Q8A	dGene,Pharos,GO,IDG	KINASE
COQ8A	COENZYME Q8A	dGene	SERINE THREONINE KINASE
COQ8A	COENZYME Q8A	Pharos	TRANSPORTER
COQ8A	COENZYME Q8A	HumanProteinAtlas,GuideToPharmacology	ENZYME
COQ8A	COENZYME Q8A	HingoraniCasas	DRUGGABLE GENOME
CALY	CALCYON NEURON SPECIFIC VESICULAR PROTEIN	Pharos	G PROTEIN COUPLED RECEPTOR
MAP2K4	MITOGEN-ACTIVATED PROTEIN KINASE KINASE 4	HopkinsGroom,Pharos,dGene	KINASE
MAP2K4	MITOGEN-ACTIVATED PROTEIN KINASE KINASE 4	HopkinsGroom,HingoraniCasas,RussLampel	DRUGGABLE GENOME
MAP2K4	MITOGEN-ACTIVATED PROTEIN KINASE KINASE 4	Tempus,FoundationOneGenes,MskImpact,Oncomine,CarisMolecularIntelligence	CLINICALLY ACTIONABLE
MAP2K4	MITOGEN-ACTIVATED PROTEIN KINASE KINASE 4	GO	TYROSINE KINASE
MAP2K4	MITOGEN-ACTIVATED PROTEIN KINASE KINASE 4	GO,dGene	SERINE THREONINE KINASE
MAP2K4	MITOGEN-ACTIVATED PROTEIN KINASE KINASE 4	GuideToPharmacology	ENZYME
ALKAL1	ALK AND LTK LIGAND 1	Pharos	KINASE
GRB7	GROWTH FACTOR RECEPTOR BOUND PROTEIN 7	Pharos	KINASE
TFDP2	TRANSCRIPTION FACTOR DP-2	GO	TRANSCRIPTION FACTOR BINDING
TFDP2	TRANSCRIPTION FACTOR DP-2	GO	TUMOR SUPPRESSOR
TFDP2	TRANSCRIPTION FACTOR DP-2	Pharos	TRANSCRIPTION FACTOR
THRB	THYROID HORMONE RECEPTOR BETA	HingoraniCasas,HopkinsGroom,RussLampel	DRUGGABLE GENOME
THRB	THYROID HORMONE RECEPTOR BETA	HopkinsGroom,GuideToPharmacology,dGene,GO	NUCLEAR HORMONE RECEPTOR
MED24	MEDIATOR COMPLEX SUBUNIT 24	Pharos	NUCLEAR HORMONE RECEPTOR
MED24	MEDIATOR COMPLEX SUBUNIT 24	Pharos	TRANSCRIPTION FACTOR
BAZ1A	BROMODOMAIN ADJACENT TO ZINC FINGER DOMAIN 1A	Pharos	NUCLEAR HORMONE RECEPTOR
USP11	UBIQUITIN SPECIFIC PEPTIDASE 11	dGene	PROTEASE
USP11	UBIQUITIN SPECIFIC PEPTIDASE 11	Pharos	ENZYME
ENPP1	ECTONUCLEOTIDE PYROPHOSPHATASE/PHOSPHODIESTERASE 1	HopkinsGroom,HingoraniCasas	DRUGGABLE GENOME
ENPP1	ECTONUCLEOTIDE PYROPHOSPHATASE/PHOSPHODIESTERASE 1	GO,HumanProteinAtlas	CELL SURFACE
ENPP1	ECTONUCLEOTIDE PYROPHOSPHATASE/PHOSPHODIESTERASE 1	HumanProteinAtlas	ENZYME
STARD5	STAR RELATED LIPID TRANSFER DOMAIN CONTAINING 5	Pharos	TRANSPORTER
PPIAL4D	PEPTIDYLPROLYL ISOMERASE A LIKE 4D	HingoraniCasas	DRUGGABLE GENOME
HACD1	3-HYDROXYACYL-COA DEHYDRATASE 1	HumanProteinAtlas,Pharos	ENZYME
PSMG3	PROTEASOME ASSEMBLY CHAPERONE 3	HingoraniCasas	DRUGGABLE GENOME
PADI3	PEPTIDYL ARGININE DEIMINASE 3	GuideToPharmacology,Pharos,HumanProteinAtlas	ENZYME
PADI3	PEPTIDYL ARGININE DEIMINASE 3	HingoraniCasas	DRUGGABLE GENOME
OR8G2P	OLFACTORY RECEPTOR FAMILY 8 SUBFAMILY G MEMBER 2 PSEUDOGENE	dGene,GO,Pharos,HopkinsGroom	G PROTEIN COUPLED RECEPTOR
OR8G2P	OLFACTORY RECEPTOR FAMILY 8 SUBFAMILY G MEMBER 2 PSEUDOGENE	HopkinsGroom,RussLampel,RussLampel	DRUGGABLE GENOME
UGT1A7	UDP GLUCURONOSYLTRANSFERASE FAMILY 1 MEMBER A7	HingoraniCasas	DRUGGABLE GENOME
UGT1A7	UDP GLUCURONOSYLTRANSFERASE FAMILY 1 MEMBER A7	Pharos	ENZYME
FRMD5	FERM DOMAIN CONTAINING 5	Pharos	KINASE
UBE2E3	UBIQUITIN CONJUGATING ENZYME E2 E3	Pharos	ENZYME
SIGLEC5	SIALIC ACID BINDING IG LIKE LECTIN 5	HingoraniCasas,HingoraniCasas	DRUGGABLE GENOME
GABRD	GAMMA-AMINOBUTYRIC ACID TYPE A RECEPTOR DELTA SUBUNIT	Pharos,GuideToPharmacology,HopkinsGroom	ION CHANNEL
GABRD	GAMMA-AMINOBUTYRIC ACID TYPE A RECEPTOR DELTA SUBUNIT	HingoraniCasas,RussLampel,HopkinsGroom	DRUGGABLE GENOME
HOXD11	HOMEOBOX D11	Pharos	TRANSCRIPTION FACTOR
HOXD11	HOMEOBOX D11	FoundationOneGenes,CarisMolecularIntelligence	CLINICALLY ACTIONABLE
ATF3	ACTIVATING TRANSCRIPTION FACTOR 3	Pharos	TRANSCRIPTION FACTOR
NBL1	NEUROBLASTOMA 1, DAN FAMILY BMP ANTAGONIST	HingoraniCasas	DRUGGABLE GENOME
HAT1	HISTONE ACETYLTRANSFERASE 1	GuideToPharmacology	ENZYME
PRSS27	PROTEASE, SERINE 27	HopkinsGroom,RussLampel,HingoraniCasas	DRUGGABLE GENOME
PRSS27	PROTEASE, SERINE 27	HopkinsGroom,dGene	PROTEASE
CYP1A2	CYTOCHROME P450 FAMILY 1 SUBFAMILY A MEMBER 2	Pharos,GuideToPharmacology	ENZYME
CYP1A2	CYTOCHROME P450 FAMILY 1 SUBFAMILY A MEMBER 2	HingoraniCasas,RussLampel,HopkinsGroom	DRUGGABLE GENOME
CYP1A2	CYTOCHROME P450 FAMILY 1 SUBFAMILY A MEMBER 2	HopkinsGroom	CYTOCHROME P450
DCAKD	DEPHOSPHO-COA KINASE DOMAIN CONTAINING	Pharos	KINASE
EPB42	ERYTHROCYTE MEMBRANE PROTEIN BAND 4.2	RussLampel,HopkinsGroom	DRUGGABLE GENOME
BCR	BCR, RHOGEF AND GTPASE ACTIVATING PROTEIN	GO	TUMOR SUPPRESSOR
BCR	BCR, RHOGEF AND GTPASE ACTIVATING PROTEIN	GO,dGene	SERINE THREONINE KINASE
BCR	BCR, RHOGEF AND GTPASE ACTIVATING PROTEIN	GO	TYROSINE KINASE
BCR	BCR, RHOGEF AND GTPASE ACTIVATING PROTEIN	FoundationOneGenes,CarisMolecularIntelligence,Tempus	CLINICALLY ACTIONABLE
BCR	BCR, RHOGEF AND GTPASE ACTIVATING PROTEIN	dGene,Pharos	KINASE
BCR	BCR, RHOGEF AND GTPASE ACTIVATING PROTEIN	GuideToPharmacology	ENZYME
BCR	BCR, RHOGEF AND GTPASE ACTIVATING PROTEIN	HingoraniCasas	DRUGGABLE GENOME
SPTLC1	SERINE PALMITOYLTRANSFERASE LONG CHAIN BASE SUBUNIT 1	Pharos,HumanProteinAtlas,GuideToPharmacology	ENZYME
ATP2B3	ATPASE PLASMA MEMBRANE CA2+ TRANSPORTING 3	HumanProteinAtlas,Pharos	ENZYME
ATP2B3	ATPASE PLASMA MEMBRANE CA2+ TRANSPORTING 3	HopkinsGroom,GuideToPharmacology	TRANSPORTER
